ins,tw,text,location1,location2
frankfilmfuji/,Frank_theTank78,"Boats docked at the marina.
~
#pentaxmx #trix400 #pushedtwostops @ Holdfast Shores Glenelg https://t.co/thUE7Lk1Y9",138.51049662,-34.97677513
frankfilmfuji/,Frank_theTank78,"Fish ala Fuji.
~
I didn't make it, but I ate it 😛 @ Holdfast Shores Glenelg https://t.co/06Si0oLDu2",138.51049662,-34.97677513
frankfilmfuji/,Frank_theTank78,"My Greek is a little rusty...

#pentaxmx #agfavista200 @ Ellenika Traditional Greek Taverna https://t.co/8V1hr02S9Z",138.5108453,-34.97683227
hiimmic,hiimmic,"I'm at Zucca Mezze Restaurant in Glenelg, South Australia https://t.co/RPC6JAOze6",138.51031048,-34.97573639
alaa_wah,alaa_wah,"What a real adventure 🤸🏻‍♀️ (@ Mega Adventure Park in West Beach, South Australia) https://t.co/RunsxKOCRG https://t.co/1tOEnh97nP",138.507112,-34.953867
mari07pluie/,PEAR_07,"🙈💫💫

#Twitterアプリ消したの
#instaは毎日postする
#valentine来年たのしみにしとく
#皆のすなちゃたのしそすぎやで
#あでれーどだよ @ West Beach… http://t.co/F6nKj23jdZ",138.50138709,-34.94615032
,adamgibson_1,Happy Birthday to my @Adelaide36ers team mate and house mate @crawford_pc .. Remember it's only a number :) Have a good day bro,138.49790263,-34.93185523
,adamgibson_1,"@MickC04 congrats mate, good luck with nationals",138.49803554,-34.93181483
,adamgibson_1,Stop itttttt http://t.co/bZdVs8JWGs,138.49816566,-34.93178276
,adamgibson_1,@Joeingles7 @Adelaide36ers @daveandersen13 haha nothing gets your prepared for #lobcity like throwing them to Davey down the lane :),138.49832881,-34.93172315
,adamgibson_1,@KyleAdnam thanks #djkillthemood appreciate it bro .. Much love #djmakeitrain,138.49869306,-34.93174098
,adamgibson_1,"@mia_newley congrats on the milestone, hope you can get a win to celebrate",138.4980878,-34.93167916
,adamgibson_1,@stueycam9 haha thanks mate,138.49808604,-34.93166481
,adamgibson_1,@BradNewley cheers mooktah ;),138.49805325,-34.93162455
,adamgibson_1,"@StrikersBBL what a game, great win on the road.. Congrats @johan_botha",138.4981368,-34.93168315
,adamgibson_1,"Disapointing end to our year, proud of my team and thanks to all the @Adelaide36ers fans for coming week after week. We appreciate you",138.49816918,-34.93171591
,adamgibson_1,"@471583b4b96e419 was a great win, thanks for coming out :)",138.49813023,-34.93165662
,adamgibson_1,@NettieEdmo good luck 🚴🚴🚴🚴🏆🏆🏆🏆,138.49812533,-34.93164283
,adamgibson_1,"@jpetrenko23 happy birthday bro, hope you had a good one 🎉🎊🎈🎁",138.4981842,-34.93164537
,adamgibson_1,"Thanks to the @Adelaide36ers fans once again,another tough day. We will never stop trying, it'll hopefully turn for us soon #believe",138.49812551,-34.9316095
,adamgibson_1,@samjacobs24 @Adelaide36ers meet you at david jones next week mate :) #davidjones #xmasshopping #luckycharm,138.4981821,-34.93162613
,adamgibson_1,@2hard2guard10 @STARDNR @ChrisGoulding43 @jacktomlinson28 @JasonCadee5 @Antpetrie17 @JayDubbs5 haha merry Christmas nuccaaaaa :),138.49817782,-34.93158604
,adamgibson_1,@YouTube check out my man @Patty_Mills lol love it,138.49818109,-34.93154693
,adamgibson_1,"@BBallersPodcast thanks a lot, appreciate all the support.. Hopefully we can get off to a good start",138.49840128,-34.93160829
,adamgibson_1,"What a turn out by @Adelaide36ers fans tonight, over 7400 people had the arena rocking. Big team win tonight #36ers #keepbuilding",138.49841766,-34.93159802
,adamgibson_1,Late with the replay but how is that a foul on @M1kaV seriously?? I guess he head butted his elbow on the fly by @nbl,138.49834481,-34.93149997
,adamgibson_1,A few days later but what a great wkd at the @NBL blitz in Brisbane. Well done to the @NBL @big_joe101 and all ur helpers. Very well ran,138.49852307,-34.93163855
,adamgibson_1,"@CassieBosnich this is true, so I actually bought 100% for myself then :)",138.49881857,-34.93161014
nicolegray01,nicolegray01,This is @jtimberlake looking at me hehehe #legit http://t.co/7pZ83AFWou,138.49987753,-34.93588305
,adamgibson_1,"Tune into @TripleMAdelaide around 5:40 today, another great chat with the boys, a couple of songs in there too #36ers #playoffrun",138.49965506,-34.93163915
,adamgibson_1,"My man @ChrisGoulding43 is on tweet fireeeee right now on the kids birthday.. Still letting it rain, all the way from Spain",138.50047219,-34.92964869
,adamgibson_1,@MissAlissaSmith @Adelaide36ers haha you seen it??,138.50126829,-34.92880234
,adamgibson_1,@erin_bell77 @Adelaide36ers thanks for coming.. Promise a better performance next game,138.49994598,-34.92555781
,adamgibson_1,How can @iMadgen01 get thrown out for that rubbish @NBL,138.50266178,-34.92773177
nicolegray01,nicolegray01,@Harry_Styles see you in 106 days in Adelaide!,138.50473806,-34.93284902
nicolegray01,nicolegray01,Best. Birthday. Present. Ever!! New @onedirection video ahhh 😋😋 #StealMyGirl,138.50484441,-34.93170635
nicolegray01,nicolegray01,New found respect for Priya #yougogirl #BBAU,138.50482155,-34.93167152
nicolegray01,nicolegray01,Please pick me @Ticketek_AU #BangerzOz http://t.co/G1P0mbxsGn,138.50497512,-34.93170342
nicolegray01,nicolegray01,Who is mike? #whereismike #rookie,138.50490625,-34.93163163
nicolegray01,nicolegray01,@DozzySchenko don't need your negativity,138.50488006,-34.93161381
nicolegray01,nicolegray01,Happy birthday @Real_Liam_Payne #LotsOfLiamsFolllowParty #Happy21stBirthdayLiam #HappyBirthdayLiam 🎁🎉🎈🎊 http://t.co/UfpBDd3P36,138.504893,-34.93159645
nicolegray01,nicolegray01,#RIPRobinWilliams http://t.co/RpA3KSaLyN,138.50491524,-34.9315925
nicolegray01,nicolegray01,Can't wait to torture my non-directioner copeybabes with my new @onedirection CD 😍😍😍😍😍😍 http://t.co/W1KmrqNwae,138.50498196,-34.93163013
nicolegray01,nicolegray01,Honestly felt like I was at Miley's show tonight with it featuring in everyone's snap stories...,138.50497554,-34.93161244
nicolegray01,nicolegray01,"Incase you didn't know, it's October 3rd http://t.co/8KWvvXdzbu",138.5049737,-34.93160588
nicolegray01,nicolegray01,Happy 21st @Harry_Styles 💕 see you in 17 days love you xx,138.50491391,-34.93155286
nicolegray01,nicolegray01,Dare you to go ask Canadian Leo about his 'American accent' Lisa you dumb twat #BBAU,138.504926,-34.93156642
nicolegray01,nicolegray01,“Toilet hanging drunk - So drunk that you spend a long time on the bathroom floor hanging onto a toilet bowl while you vomit” @alannahlavery,138.5049668,-34.93157474
nicolegray01,nicolegray01,"@nicolegray01: After 3 months of waiting, I am finally a British citizen 🇬🇧 @Harry_Styles and I can now get married 👰",138.50499433,-34.93163327
nicolegray01,nicolegray01,"Ronette: ""For a long time I thought @5SOS was the kids section of @ASOS""",138.50498351,-34.93162211
,adamgibson_1,@JFrye12 you know the answer frye daddy,138.50488674,-34.93131789
,adamgibson_1,@ChrisGoulding43 @jacktomlinson28 #kobe #tripdub,138.51444945,-34.93451738
cruticus,cruticus,Great Sunday sesh with these legends! So good to catch up!!! Still many more sessions to go!!!… https://t.co/nWhpupGjZF,138.49397,-34.92015
morgan13v,morgan13v,"Enjoying my cider view the sea view !! 
#love #Sea #cider @ Henley Surf Life Saving Club https://t.co/EYNhPRYDbl",138.4939728,-34.9201508
morgan13v,morgan13v,"Natural Oyster with Salmon, green onion and sour cream !!! SO YUMMM @ Henley Surf Life Saving Club https://t.co/wdcymX69lu",138.4939728,-34.9201508
crisduman,Crisduman,The other side... @ Henley Beach https://t.co/AIthmzZ66d,138.49442,-34.92029
crisduman,Crisduman,Nuevos horizontes... @ Henley Beach https://t.co/GasrY4cCun,138.49442,-34.92029
isabel_hoo,isabel_hoo98,30km of cycling 💪🔥 @ Henley Beach https://t.co/3j8iH0SDaq,138.49442,-34.92029
crisduman,Crisduman,Azul infinito.... @ Henley Beach https://t.co/tckmBkvf5j,138.49442,-34.92029
justjacky,justjacky,SEA LA VIE 🙌🏽 #happyholidays @ Henley Beach https://t.co/UvoPuYMaZQ,138.49442,-34.92029
nicolegray01,nicolegray01,@nova919 come visit us at Copenhagen in Henley!! Were working to hard to come visit hehe,138.49430865,-34.91998039
looneylui,looneyLui,"I'm at Henley Beach in Henley Beach, SA https://t.co/VzrVnh1Fu7",138.49416317,-34.91979398
jasonchan15/,JasonCJC,🌊 #sea #beach #bridge #nature #vsco #vscocam #jcjctravel @ Henley Beach Jetty https://t.co/BATc8TAs5m,138.49367049,-34.91965162
jasonchan15/,JasonCJC,Blue. #beach #jetty #sky #vsco #vscocam #jcjctravel @ Henley Beach Jetty https://t.co/YveSLfzgB1,138.49367049,-34.91965162
_nrathirahh_,_nrathirahh_,"I'm at Henley Beach in Henley Beach, SA https://t.co/0tDSw4GizR",138.49378109,-34.91967501
emmakphughes,EmmaKPHughes,"An icecream adventure with Chloe last night was just what the doctor ordered 👌🍦 @ Henley Beach,… http://t.co/ONDqAAF2x4",138.49398165,-34.91943064
nicolegray01,nicolegray01,wuuuuut @NiallOfficial,138.49468187,-34.91977995
samanthawigan,samanthawigan,Happy birthday lil sissy 💕 here’s a throwback to our rammy days years ago 🐑 #missing1 #siblings… https://t.co/Gs2Vs1mtg0,138.49468763,-34.91975637
jonaweinhofen,jonaweinhofen,That lovely moment when Henley Beach Foodland stocks @alpro soy cream 😍,138.49383532,-34.91815925
jonaweinhofen,jonaweinhofen,"@pussycat333 you're welcome, thanks again :)",138.49389466,-34.9178838
jonaweinhofen,jonaweinhofen,Even if I did pay $4.92 and not 99p,138.49366575,-34.91694046
fonzortiz,ThePoloOrtiz,"I got really lucky with this shot 🐦 @ Henley Beach, South Australia, Australia https://t.co/I1B1RDdBUC",138.5,-34.916
steve_koura/,Steve_Koura,This is what makes it hard to leave. Another beautiful day at Henley Beach #adelaide #beach… https://t.co/PlFS9C12B8,138.5,-34.916
steve_koura/,Steve_Koura,This is what makes it hard to leave. Another beautiful day at Henley Beach #adelaide #beach… https://t.co/PlFS9C12B8,138.5,-34.916
steve_koura/,Steve_Koura,This is what makes it hard to leave. Another beautiful day at Henley Beach #adelaide #beach… https://t.co/PlFS9C12B8,138.5,-34.916
crisduman,Crisduman,"Mr Diablo Huma... @ Henley Beach, South Australia, Australia https://t.co/r8M6MHkA4Z",138.5,-34.916
crisduman,Crisduman,"En mi memoria... @ Henley Beach, South Australia, Australia https://t.co/UBDNmYxOy6",138.5,-34.916
carleetaylor1,carleetaylor1,15days apart from @nettieedmo was hard! 🙈 at least today kinda made up for it 😉😂 You gotta check… https://t.co/v9LHJNUD6a,138.5,-34.916
samanthawigan,samanthawigan,"Have a pic that’s not of me #5022 #summer #southaustralianbeaches @ Henley Beach, South… https://t.co/SmjcL31aWx",138.5,-34.916
lukeroyes,lukeroyes,Henley Beach #adelaide #southaustralia #sunday #weekend #australia #summer #beach en Henley… https://t.co/U6v5h23qiG,138.5,-34.916
samanthawigan,samanthawigan,The cold never bothered me anyway 😉 @ Henley… https://t.co/AmsxELFRYA,138.5,-34.916
m1ss_jacks/,m1ss_jack5,"Winter is coming atcha! @ Henley Beach, South Australia, Australia https://t.co/YLQGAP0FY0",138.5,-34.916
lifeofikira,ikirawho,"Thank you for making me a channel of your peace ~

It is my humble wish to carry forth the message of Freedom and G… https://t.co/aONUy02OFE",138.5,-34.916
lifeofikira,ikirawho,"Thank you for making me a channel of your peace ~

It is my humble wish to carry forth the message of Freedom and G… https://t.co/ZwIEJ8Z4Jp",138.5,-34.916
lifeofikira,ikirawho,"- What do you want to know? For the answers will appear. If not right before your eyes, Then somewhere very near. @… https://t.co/Fg5doOiIl9",138.5,-34.916
lifeofikira,ikirawho,The prizes of life we fail to win. Because we doubt the power within. ~ Do not die an unlived life. I believe in my… https://t.co/mCrjITTjR1,138.5,-34.916
staceyfrancetan,tanstacey,"Cute beach arts @ Henley Beach, South Australia, Australia https://t.co/F5ELFLOMYW",138.5,-34.916
samanthawigan,samanthawigan,"Fun in the sun with doggos 🌞 @ Henley Beach, South Australia, Australia https://t.co/JJutmY4S5j",138.5,-34.916
,adamgibson_1,"World Cup trip starts tomorrow, Can't wait for Spain. Facebook me if you need me #aussie #boomers #WorldCup2014",138.5001853,-34.91576079
,adamgibson_1,@adamgibson_1 @Adelaide36ers @NBL,138.50765049,-34.92305153
thatweirdcat/,LuunaaTheCat,"Jill Valentine ready to make the best sanwich ever 😹

Picture by the best photographer and… https://t.co/Nn1Cid1DkP",138.50537852,-34.9226989
,adamgibson_1,"Congrats to the @AussieOpals on the Bronze medal.. Great tournament, doing Australia proud #FIBAWorldCup2014 #bronze",138.5064069,-34.92018507
mari07pluie/,PEAR_07,"シドニーでこのまえ日本人男性が襲われたらしいですがそこの海よく行ってました何となくこわいですっていう要らんおはなし。
#あでれーどだよ 
#今居るのは
#あでれーどだよ
#ひまひまひま @… http://t.co/dyC4AToHOW",138.5127601,-34.92266531
mari07pluie/,PEAR_07,"いや細マッチョやろ。いやいや。
腕むっきむきとかいやいや。
細いのに筋肉あるんがいーのや。(･ｪ･)♡",138.5125692,-34.9224553
mari07pluie/,PEAR_07,"花男finalみてたらAKIRAでてきてびっくりした。笑
強盗犯役やってんな(0×0) http://t.co/hElwXhTI8u",138.5125693,-34.922451
,adamgibson_1,@NettieEdmo oh yeahhhhh congratssssss 🚴🚴🚴🚴🏆🏆🏆🏆🏆🏆🏆🏆 so happy for you and your team,138.51064239,-34.92119138
mari07pluie/,PEAR_07,"#happybirthdaysabrina #areyouenjoyingtoday❔👼💓
#だいすきよん
#まゆげあるで大丈夫やで
#あでれーどだよ @ お散歩日和🐾 http://t.co/rKC5o8VGF2",138.51400444,-34.91822608
,adamgibson_1,"@G_erv3 @SSFCRABBITOHS @SamBurgess8 you always on them G :) burgess was unreal, they gonna miss him",138.5112221,-34.91615589
inkiemay/,inkie_mama,"Coastal walk, bit of a change from the usual. #weightlossjourney #weightloss #caloriecounting #fitbit… https://t.co/K4RfCsDtYy",138.48910296,-34.90371097
sineadvandenbroek,sinnvandenbroek,getting burnt to a crisp 🌞 @ Grange Beach http://t.co/mxs17Irh0D,138.48960288,-34.90408495
inkiemay/,inkie_mama,10km walk with the mama bear ☺ #weightlossjourney #weightloss #caloriecounting #fitbit #fattofit… https://t.co/hDFp0Pzbvo,138.48925295,-34.90261738
inkiemay/,inkie_mama,Well if you insist 😄☕ #coffee #coffeeownsme #cafe #more #weightlossjourney #ineedyou @ The Spare Room… https://t.co/KU8OugjZ1P,138.5043182,-34.9065704
,adamgibson_1,"Apparently everyone is now a @SSFCRABBITOHS fan.. Great game by them, @SamBurgess8 is a beast.. Well deserved win",138.51235748,-34.91364248
jeddobre,jeddobre,irmão! voltar para a Austrália para viver para sempre! você é uma lenda absoluta e todos vamos sentir… http://t.co/dm9lqb29jy,138.51347789,-34.91386927
,adamgibson_1,"@jarrodwalsh Great tip Dr Harry, keeping all dogs happy over summer 🐶 @nova919",138.51309115,-34.90627097
,adamgibson_1,"Disapointing game,not what I wanted. Massive Thankyou to everyone that tweeted,messaged and posted for my 300th.. Really appreciate it #300",138.51466939,-34.90608928
paulcollingwood5/,Colly622,Keep an eye out for trains....and snakes @royaladelaidegc Great morning playing off the back… https://t.co/gHuny9hDf8,138.50815,-34.89446
koreangolfnews/,KoreanGolfNews,Congrats @minwoo27lee - a 6 shot victory at the SA Classic🏆🇰🇷⛳📰🏌️‍♂️🇦🇺 #koreangolfnews… https://t.co/k7ZoeIaG8V,138.50815,-34.89446
yunapan_02,yunagolf,"I had a good time this week!!
My golf was no good at all...😅
But I could learn a lot.
I want to… https://t.co/fWMnNYaX25",138.50815,-34.89446
barebeautysirens,BareBeautySiren,Last chance 23Dec  Tuesday 12-6 open for extra hours before Christmas,138.5145854,-34.89371284
barebeautysirens,BareBeautySiren,@Sia Adelaide Rip it Up review about Elastic Heart proved a very powerful and amazing artistic talent you hit the emotion barrier I felt it,138.51469318,-34.89373814
inkiemay/,inkie_mama,First coffee of the year from @ciboespresso #getinme #coffee #coffeeownsme #cafe #more… https://t.co/dXbYETN1Gl,138.49052444,-34.8792046
inkiemay/,inkie_mama,Nom nom. Vegetarian bento box for lunch 😍 can't eat the mushroom one as it's not fodmap but the rest… https://t.co/44CJG4G5xc,138.49132398,-34.88015934
alanthailad/,AlanThaiLAD,"#ショッピング (at @Westfield West Lakes in West Lakes, SA) https://t.co/A6EVu9zkdv",138.4912813,-34.88000795
momo_rk3,momo_rk3,".
2015.1.31
.
はぁ〜
2015年も
あと約5時間か
今年は
生きてる中で
1番早く過ぎた1年かも！
まだ半年くらいしか
過ごしてない気がする笑
みんなはどうですか？(^O^)
.
今… https://t.co/KdT1Wutqzo",138.49173875,-34.87982924
inkiemay/,inkie_mama,"Drooling over my favourite flower Peonies 😍 pretty surprised to find them at woolies, too bad I… https://t.co/8jmyvdO2Ko",138.491394,-34.8794289
inkiemay/,inkie_mama,My bebe cakegutzz on her 15th birthday 😭😭 time went by in a blink #daughterofmine… https://t.co/oRsdA8hFOK,138.491394,-34.879428
,adamgibson_1,"@36reasonsBlog thanks for that mate, really appreciate it",138.49191297,-34.87922964
nikasyraaf/,nikasyraaf,"I'm at Reading Cinema West Lakes in West Lakes, SA https://t.co/vTluUzq6Ya",138.4919435,-34.87916909
nikasyraaf/,nikasyraaf,"I'm at Reading Cinema West Lakes in West Lakes, SA https://t.co/HlrkdlZCgX",138.4919435,-34.87916909
brandonhill1996/,BrandonHill1996,Can’t beat a day out with the best mates 👌🏻🎣🍻☀️ @amberobrien_x samuel95brown brodapro… https://t.co/cohwiC6fXd,138.49279087,-34.87854078
brandonhill1996/,BrandonHill1996,A bad day of fishing is better than a good day at work.  🎣🤙🏻🍺☀️#corona #uglystick #shakespeare… https://t.co/xVoQDaWeOv,138.49279087,-34.87854078
m1ss_jacks/,m1ss_jack5,"So, before I jump back into the reality of work, family and personal stuff after a day of flying, I am fighting jet… https://t.co/3NZTyq6Hv3",138.4846499,-34.87511
rebeccavagnoni/,RebeccaVagnoni,OMG I have the best seats @vkoufidakis 😍🙌,138.49601301,-34.88039554
heyheyitsnicole_,C0LEYY_,YES!!! #FINALLY #ALLREADYFORHARRY #OTRA @ AAMI Stadium http://t.co/IX2Sib2e5v,138.49555556,-34.88
proctto,Proctto,"Walking to the gym with this fog, feels like #silenthill @ Royal Park https://t.co/DDsUUeMPU6",138.50413438,-34.87512041
jonaweinhofen,jonaweinhofen,"@Asbjorn1975 yeah but on average I spend about 5 mins every 2 or 3 days on Twitter. And then I go make music, or hike with my girlfriend etc",138.51096336,-34.86148061
jonaweinhofen,jonaweinhofen,@bricksatwindows brain enlargement,138.511008,-34.86138921
_joanneling,_joanneling,"In search of mystery.
.
H A P P Y    B I R T H D A Y    N A T ! 🎈 
.
#southaustralia #adelaide… https://t.co/TllpdOB2Kc",138.4779,-34.83919
